54.026,-15.088,7.2106,-7.4133,-17.862,-22.945,15.606,40.97,96.727,79.78
-8.5189,16.834,-32.187,28.854,25.761,0.0018537,-42.135,-15.178,-12.208,-11.256
20.077,23.374,-39.133,65.221,-22.478,0.79012,-14.671,25.325,13.363,-5.1488
32.118,-5.567,25.283,29.655,41.934,33.004,38.488,28.458,120.77,112.64
51.961,19.126,-113.17,76.891,-35.223,60.237,-129.17,33.175,119.87,118.31
51.452,5.3506,-74.36,23.468,-49.854,-17.665,-70.688,42.012,118.68,131.04
58.631,43.122,8.4815,90.666,4.1228,61.1,-16.927,46.271,109.18,105.53
5.0885,-12.857,49.876,29.102,-24.49,-0.39328,16.266,0.76757,132.9,119.45
-0.6276,-17.543,-45.706,-32.213,15.037,-36.486,-73.464,-7.7464,74.924,54.036
-7.8792,-7.4683,-41.681,9.9184,-10.187,-23.063,-65.275,-0.76226,81.178,90.769
-12.381,-26.158,19.545,58.572,-4.5807,24.167,-2.1102,-6.5198,51.591,35.44
48.717,-1.1712,-32.755,79.198,-2.4604,35.502,-35.711,43.498,105.72,136.58
64.925,-32.969,-101.55,-2.4413,-27.699,-73.986,-98.207,47.719,89.743,83.855
-36.284,-37.564,-39.478,-28.608,-65.046,-80.901,-68.477,-19.976,45.105,64.135
-18.863,-6.1647,12.323,-43.911,-7.9139,1.9362,-15.002,-22.864,-24.356,-6.8618
-23.306,22.876,43.175,2.3431,13.346,10.222,18.213,-28.284,41.413,57.217
50.276,55.962,-8.4263,94.674,-8.1218,51.102,-68.115,56.983,146.37,109.43
70.943,21.977,-48.289,-15.355,30.894,-3.9981,-112.87,66.226,94.737,125.24
49.003,-7.8686,-54.061,-13.586,-26.714,-9.6268,-53.418,40.187,88.492,92.29
8.2958,-14.905,-17.85,20.385,15.761,-16.385,-67.588,3.8488,9.5908,7.9461
-8.0372,-52.999,20.621,-89.253,45.293,-88.273,-5.1749,-8.0055,5.9256,0.072951
56.046,2.754,-58.4,2.2325,-10.134,-14.88,-75.528,32.249,36.548,54.276
25.465,35.06,-14.41,6.7769,16.469,41.825,-35.048,21.573,41.436,55.045
1.2212,-20.807,-64.152,-22.435,28.492,-55.665,-67.495,-2.3585,24.292,11.611
-13.161,59.775,-10.421,26.819,27.633,13.967,-5.1759,-19.113,-17.163,-28.621
14.427,-35.329,74.269,-12.323,31.363,-65.123,79.848,9.085,5.8093,25.151
47.028,-24.693,-6.3212,47.929,-19.628,-6.1533,-34.85,40.857,25.939,79.393
1.4996,-22.524,4.4794,-28.332,37.746,-9.3931,-24.154,-2.8003,41.507,13.202
46.131,4.0744,20.757,27.424,-51.336,26.625,41.831,42.386,91.037,108.48
5.9712,59.169,120.92,69.944,72.126,49.301,140.82,13.662,93.016,85.159
-2.7053,-3.7816,83.93,-11.693,39.427,-14.206,90.525,-7.2515,41.066,46.247
10.807,-12.481,6.432,30.6,23.072,22.074,-15.143,3.1251,113.58,131.3
-15.646,41.104,25.186,29.062,14.074,48.763,48.969,-8.6488,84.775,82.514
-1.4239,40.621,27.019,43.227,-2.182,53.581,0.18129,5.4966,74.029,79.245
7.9661,25.644,-9.5367,43.206,45.921,21.869,-15.067,3.265,70.836,79.434
-36.684,-51.055,-138.7,12.218,34.483,-28.832,-86.352,-27.546,-62.54,-29.656
-8.3662,-46.003,-0.18872,-33.718,-4.6014,-9.7269,3.8098,-13.648,-22.008,-9.7724
-8.8851,-3.0547,-64.223,1.2254,-1.8606,-12.453,-79.506,-14.976,7.045,-25.129
9.8612,-19.186,-29.972,-4.1485,6.3505,-17.619,-24.574,2.6309,56.487,33.823
-25.07,-10.921,43.946,-14.439,6.211,9.6009,32.782,-25.304,-18.593,-0.88105
18.957,27.966,-13.139,10.257,12.947,34.118,-47.942,7.8859,46.481,66.806
-25.279,-1.6185,-29.13,0.85759,-2.9077,-27.184,5.87,-18.708,74.081,91.911
8.6653,-32.667,-98.302,17.977,-10.767,-9.8646,-92.35,7.4499,92.4,74.355
-9.3545,-44.504,20.789,-32.468,57.652,-63.951,32.56,-30.1,-42.265,-64.341
40.768,-19.629,132.09,3.9486,38.663,-35.701,117.11,31.513,15.364,52.858
10.833,-34.864,6.4676,-40.078,-25.859,-50.416,-18.075,3.4638,44.917,57.646
-7.2028,20.976,-76.233,14.289,-39.706,29.79,-101.44,-6.1542,82.839,75.581
21.185,-12.082,-8.8398,36.378,2.3159,-10.887,-32.552,14.813,67.814,77.06
-2.4093,10.099,-32.676,-52.214,33.296,22.421,-3.8527,-10.656,22.405,26.72
-48.021,26.332,4.4388,-22.731,16.186,13.809,0.086012,-41.402,17.904,40.486
45.247,-54.4,-56.293,-32.628,42.764,-22.39,-28.145,30.853,121.39,80.836
29.556,-38.198,-49.538,-12.488,-32.842,-18.558,-28.519,29.641,78.255,81.383
31.202,31.179,-24.597,49.295,-32.532,56.563,-52.692,27.686,53.219,96.673
15.306,-35.211,-21.26,-10.758,34.027,-48.05,-22.069,5.3234,33.473,38.511
-31.705,37.13,-15.244,37.984,7.1012,46.602,-51.316,-30.169,44.299,33.797
-0.58947,-64.91,-65.789,-16.585,-13.438,-66.181,-13.783,-4.1874,35.031,37.263
13.01,13.316,-31.388,71.783,39.74,57.269,-31.379,7.695,117.74,101.64
-23.274,26.347,-82.613,7.5575,-34.799,-55.384,-67.08,-33.2,-6.2129,-4.749
-16.74,15.578,1.7878,-45.606,-47.697,6.8959,40.245,-17.959,29.863,12.478
7.6054,32.513,-13.902,-2.5866,-29.709,2.8932,-18.758,8.3883,37.752,12.199
-21.135,-28.914,-105.92,-16.555,-29.457,-40.88,-54.471,-21.953,21.469,-8.9813
-25.447,-39.051,-9.3909,-30.186,36.864,-55.51,21.91,-17.514,11.245,29.18
22.307,42.635,33.864,61.334,-3.2336,90.202,-11.112,27.417,35.052,63.1
60.741,39.839,17.974,58.575,43.302,39.042,8.8711,53.338,110.83,140.01
-23.154,3.4528,-61.418,13.678,-21.974,-22.384,-80.351,-19.578,50.636,33.763
